licence_num,value
100使字第0001號,臺北市內湖區行善路333巷66號7樓
100使字第0001號,臺北市內湖區行善路333巷66號2樓
100使字第0001號,臺北市內湖區行善路333巷68號8樓
100使字第0001號,臺北市內湖區行善路333巷68號
100使字第0001號,臺北市內湖區行善路333巷66號8樓
100使字第0001號,臺北市內湖區行善路333巷66號4樓
100使字第0001號,臺北市內湖區行善路333巷68號4樓
100使字第0001號,臺北市內湖區行善路333巷68號6樓
100使字第0001號,臺北市內湖區行善路333巷66號
100使字第0001號,臺北市內湖區行善路333巷68號5樓
100使字第0001號,臺北市內湖區行善路333巷66號5樓
100使字第0001號,臺北市內湖區行善路333巷68號3樓
100使字第0001號,臺北市內湖區行善路333巷68號7樓
100使字第0001號,臺北市內湖區行善路333巷66號3樓
100使字第0001號,臺北市內湖區行善路333巷68號2樓
100使字第0001號,臺北市內湖區行善路333巷66號6樓
100使字第0002號,臺北市大安區敦南街38號
100使字第0003號,臺北市信義區松山路656巷26號
100使字第0004號,臺北市內湖區環山路二段50巷1弄14號
100使字第0005號,臺北市大同區民族西路105號6樓之1
100使字第0005號,臺北市大同區民族西路105號9樓之1
100使字第0005號,臺北市大同區民族西路105號4樓之1
100使字第0005號,臺北市大同區民族西路105號6樓
100使字第0005號,臺北市大同區民族西路105號5樓之1
100使字第0005號,臺北市大同區民族西路105號7樓之1
100使字第0005號,臺北市大同區民族西路105號8樓之1
100使字第0005號,臺北市大同區民族西路105號8樓
100使字第0005號,臺北市大同區民族西路105號4樓
100使字第0005號,臺北市大同區民族西路105號7樓
100使字第0005號,臺北市大同區民族西路105號
100使字第0005號,臺北市大同區民族西路105號9樓
100使字第0005號,臺北市大同區民族西路105號5樓
100使字第0006號,臺北市文山區辛亥路四段101巷140弄43號
100使字第0007號,臺北市中正區濟南路一段2-1號
100使字第0008號,臺北市文山區景華街155號5樓
100使字第0008號,臺北市文山區景華街155號6樓
100使字第0008號,臺北市文山區景華街155號3樓
100使字第0008號,臺北市文山區景華街155號
100使字第0008號,臺北市文山區景華街155號7樓
100使字第0008號,臺北市文山區景華街155號4樓
100使字第0008號,臺北市文山區景華街155號2樓
100使字第0009號,臺北市南港區忠孝東路六段130號
100使字第0009號,臺北市南港區忠孝東路六段130號8樓之3
100使字第0009號,臺北市南港區忠孝東路六段130號6樓之3
100使字第0009號,臺北市南港區忠孝東路六段130號5樓
100使字第0009號,臺北市南港區忠孝東路六段130號8樓之5
100使字第0009號,臺北市南港區忠孝東路六段130號9樓
100使字第0009號,臺北市南港區忠孝東路六段130號4樓
100使字第0009號,臺北市南港區忠孝東路六段130號10樓之1
100使字第0009號,臺北市南港區忠孝東路六段130號3樓之2
100使字第0009號,臺北市南港區忠孝東路六段130號10樓之3
100使字第0009號,臺北市南港區忠孝東路六段130-1號
100使字第0009號,臺北市南港區忠孝東路六段130號13樓之5
100使字第0009號,臺北市南港區忠孝東路六段130號13樓
100使字第0009號,臺北市南港區忠孝東路六段130號9樓之2
100使字第0009號,臺北市南港區忠孝東路六段130號10樓
100使字第0009號,臺北市南港區忠孝東路六段130號3樓
100使字第0009號,臺北市南港區忠孝東路六段130號7樓之5
100使字第0009號,臺北市南港區忠孝東路六段130號2樓之3
100使字第0009號,臺北市南港區忠孝東路六段130號5樓之1
100使字第0009號,臺北市南港區忠孝東路六段130號4樓之2
